rect	21	26	183	185	
1516263085.12	97	185	0
1516263085.16	100	182	0
1516263085.21	98	179	0
1516263085.25	101	178	0
1516263085.29	101	174	0
1516263085.34	95	168	0
1516263085.38	101	164	0
1516263085.43	100	161	0
1516263085.47	74	167	0
1516263085.52	74	167	0
1516263085.56	95	171	0
1516263085.61	71	170	0
1516263085.65	72	169	0
1516263085.7	76	166	0
1516263085.74	101	167	0
1516263085.79	116	154	0
1516263085.83	113	154	0
1516263085.87	116	155	0
1516263085.92	115	154	0
1516263085.96	115	155	0
1516263086.01	114	155	0
1516263086.05	113	156	0
1516263086.1	110	155	0
1516263086.14	109	154	0
1516263086.18	108	154	0
1516263086.23	105	154	0
1516263086.27	100	153	0
1516263086.32	96	152	0
1516263086.36	92	152	0
1516263086.41	87	152	0
1516263086.5	65	161	right
1516263086.55	90	145	right
1516263086.59	58	162	right
1516263086.64	57	162	right
1516263086.68	55	160	right
1516263086.73	50	155	right
1516263086.77	51	158	right
1516263086.81	46	156	right
1516263086.86	44	155	right
1516263086.9	39	155	right
1516263086.94	39	155	right
1516263086.99	40	155	right
1516263087.03	41	156	right
1516263087.08	41	157	right
1516263087.12	41	157	right
1516263087.16	42	158	right
1516263087.21	42	157	right
1516263087.25	42	156	right
1516263087.3	41	154	right
1516263087.34	41	153	right
1516263087.39	41	152	right
1516263087.43	40	150	right
1516263087.47	39	149	right
1516263087.52	38	148	right
1516263087.56	38	147	right
1516263087.6	37	146	right
1516263087.65	37	146	right
1516263087.69	37	145	right
1516263087.74	36	141	right
1516263087.78	36	139	right
1516263087.82	36	135	right
1516263087.87	37	117	right
1516263087.91	38	115	right
1516263087.96	38	112	right
1516263088.0	36	110	right
1516263088.04	35	109	right
1516263088.09	34	109	right
1516263088.13	34	109	right
1516263088.17	34	112	right
1516263088.22	35	117	right
1516263088.26	34	119	right
1516263088.3	34	120	right
1516263088.35	34	120	right
1516263088.39	34	120	right
1516263088.43	35	123	right
1516263088.47	35	123	right
1516263088.52	35	123	right
1516263088.56	36	124	right
1516263088.6	36	125	right
1516263088.64	36	125	right
1516263088.69	36	126	right
1516263088.73	36	126	right
1516263088.77	37	126	right
1516263088.81	38	126	right
1516263088.86	38	127	right
1516263088.9	39	127	right
1516263088.94	39	127	right
1516263088.98	39	128	right
1516263089.02	39	127	right
1516263089.07	42	127	right
1516263089.11	43	126	right
1516263089.15	46	125	right
1516263089.19	49	125	right
1516263089.24	52	124	right
1516263089.28	65	125	right
1516263089.32	65	125	right
1516263089.36	51	124	right
1516263089.4	49	122	right
1516263089.44	48	121	right
1516263089.49	47	120	right
1516263089.53	45	120	right
1516263089.57	46	119	right
1516263089.61	47	120	right
1516263089.65	48	121	right
1516263089.69	50	123	right
1516263089.74	52	125	right
1516263089.78	55	128	right
1516263089.82	69	128	right
1516263089.86	79	129	right
1516263089.9	91	134	right
1516263089.94	95	135	right
1516263089.99	101	136	right
1516263090.03	107	135	right
1516263090.07	110	135	right
1516263090.11	114	135	right
1516263090.15	115	137	right
1516263090.19	117	140	right
1516263090.23	118	140	right
1516263090.27	119	141	right
1516263090.32	121	142	right
1516263090.36	123	144	right
1516263090.4	129	148	right
1516263090.44	147	161	right
1516263090.49	151	162	right
1516263090.53	151	162	right
1516263090.57	152	164	right
1516263090.61	152	165	right
1516263090.66	152	165	right
1516263090.7	137	149	right
1516263090.74	137	147	right
1516263090.78	138	144	right
1516263090.83	140	140	right
1516263090.87	144	134	right
1516263090.91	161	131	right
1516263090.95	168	125	right
1516263090.99	169	123	right
1516263091.04	170	120	right
1516263091.08	172	116	right
1516263091.12	173	111	right
1516263091.16	172	103	right
1516263091.21	173	99	right
1516263091.25	173	96	right
1516263091.29	174	93	right
1516263091.33	174	89	right
1516263091.37	174	87	right
1516263091.42	174	81	right
1516263091.46	174	79	right
1516263091.5	173	77	right
1516263091.54	172	76	right
